"v1","v2"
1.82047748147431,3.94088469619826
2.5725291502648,4.72222671141416
-0.877118230488225,-0.39841414078074
-0.670124044423329,0.523942074512971
1.69066520427595,0.272682664972575
1.92456123576481,-1.57822228870894
-3.57021453511438,-0.384054030806002
-1.31556502721348,-1.62875609314914
2.30434278686001,1.73422432542872
-0.938941749800952,-3.44024327060401
3.02252443773379,5.38265467050631
-2.95908404849723,-1.12677333119094
-0.750369993954051,3.17152823608982
-2.7132947034041,1.05252099684299
0.00175500995054858,0.0769664922571984
-0.503317957730309,0.192507563264836
-1.55014473505788,-3.05327121051892
0.758204550640825,-0.964036362845105
-0.413536865612175,3.41387348617991
-0.816494652227831,-0.246708399665015
1.72492538495251,0.59646692518921
-0.537057137682285,-2.27786669212387
-3.08320391678322,1.3168502656821
-2.24326337312122,2.13451114135161
0.873001618048511,2.26301318661507
-2.89376243189,1.57039797508693
0.441765666104745,-0.176953845259156
0.238208120640185,-1.57051218510539
1.6289585761088,0.314246291560723
-0.684488333125298,-0.288423568045393
-0.785296555703058,-1.05511877541321
-1.59616893454697,0.693646829381686
-1.22884176388363,-0.286916227255044
0.593741653189447,2.13564931436507
1.09336491008555,3.57982133572541
-0.963900528335281,-0.422459963307929
3.65626434688891,0.752239748219647
0.265330235209886,-0.736343410185781
0.775083744984223,-1.62010622854629
-4.80827083578067,0.61930499137945
1.90066522969328,-1.46877202392707
-2.29254607782718,-1.59541333241114
0.949383245607914,-2.14633759945155
3.39548951907122,-2.40886254198886
2.19033837790457,-2.21102984516288
2.34528853891887,2.48648849839247
-2.95945454022147,-1.05451676567432
0.419706769862433,-5.73598765793791
4.3971475966526,0.440358019294215
-0.461163279851414,0.690200782498724
1.24946268742923,2.57709744750152
-1.63328091821249,-1.97353495321476
-0.80223542462213,-0.196117277235843
-0.420748557915353,-3.75209241975036
0.207743833731885,-0.457631453038666
2.36540913800779,-1.43926278808792
-0.138410190197668,0.0342373800187543
-1.3985951366719,-1.66525447635857
-0.591006911961679,-2.00412478998872
-3.16396046082746,0.749719812619974
1.16635682896348,3.67271460392059
-5.22078415800328,0.806055877769191
4.28408809714952,-2.094437805541
0.434925601366951,3.96758716263719
0.67823097021092,2.60673652106809
2.22314969350162,1.24917128100147
-0.227867219561898,-0.559515837549363
0.121260571727008,-2.05275925202042
2.39070091572583,2.99752707924126
4.18085351524253,-0.711721801644629
-4.14790181810756,-1.69397673766602
0.250344537529579,3.55162000229996
-2.76945904983497,-1.07286366361011
-0.691452004832524,-1.98799162158565
-3.01857535510886,-2.13237086778375
-0.842502082747863,-2.00404888450264
0.555355196786189,-1.62141015460334
2.32541514543002,1.66188756849671
-1.62408440949588,1.67154283237405
0.39735192796632,0.812355195822363
-1.67043327072978,-1.40166930734247
0.561730171148733,0.121826118703651
1.58482984171097,-3.62092440516518
0.489995089353403,0.0560813225926812
0.609941873048744,0.00780253024920544
-0.414706145251773,2.22889126813128
0.819970469598865,-1.02735750059126
-2.30502982551794,-1.00709787073237
-3.09865503097465,-0.850231737023648
2.03226575554038,-2.27019563259224
-1.47506675780767,2.27008811284719
-0.283472599424273,-1.06761310266931
0.229928689283408,-1.1010262686464
0.430310472405636,-1.40468253229855
3.44242120528377,-0.863384983448649
1.89434139764733,-1.1828497728774
-1.47705476181668,-0.880878904333251
0.254892372509418,-4.30318304967191
-0.577578489408425,-0.643670816181424
1.31148031961724,0.964988642308847
-2.15003995777118,1.52641766234199
1.81326386818998,0.947921072790377
2.4933194769734,-2.35358962421074
3.34516778355279,1.3492291158352
-0.865077481266394,-5.73333718309327
1.11265078187748,2.44353039397895
-0.43767914231128,-1.7286053805742
-3.3988495231178,0.624629130703772
1.01690447216723,0.150079796265292
4.19699901163082,1.25892378213897
2.57387187498847,-0.0735788429949354
2.03681735014713,1.57131370180926
-2.63422179696245,1.87671087815253
2.08187070709175,1.4184318230522
-2.66455985000939,1.56180499716424
-2.80408897420578,-3.42304398238876
-0.545263147991508,-0.918554503907165
0.140123920612748,1.14183556766956
-1.23933023490481,-3.43479367062145
-0.923115752201375,-0.718424723993302
-0.069717190235027,3.58188637529075
-1.51137968545771,-2.86664387426855
-3.64989503989058,-1.57555480697267
-0.74595114525147,0.489605183013139
0.228004745324927,-1.15409999476805
-0.235571927714391,1.81341096108123
2.91247249146458,1.33054827238015
-1.10340752568286,0.318863958411986
0.318463373113361,0.712326330060847
-2.14672948026644,-3.26002033237263
-3.00349651997416,-1.94112978562656
-2.03970452588062,1.92852393496762
-0.61890879265049,-1.72242740726021
-1.34141757337485,-0.371774615424249
-2.04719290712811,0.584622128238417
-0.462568582604885,-1.31267237618315
1.55354675026244,-0.0506152796780186
2.00288510763013,2.80315238798429
0.041962621423231,-0.569076724372053
0.0448469024855889,-0.208904246763352
-1.57311147972378,1.29405510753913
1.23003420976297,-2.51589967853981
-1.27036589131217,2.40964389006393
0.171823751056411,2.56082731855004
-4.69394548758811,1.46837400108016
-0.644170847900803,2.92114919101261
1.44922872744178,1.50315905442327
0.628703608145246,-0.755472857680441
